KDVO	38.143600	-122.556000	   1	Novato
KEDU	38.531502	-121.786003	  21	Davis
KEED	34.766300	-114.623001	 300	Needles
KFAT	36.776199	-119.718002	 102	Fresno
KFOT	40.553902	-124.133003	 120	Fortuna
KFUL	33.872002	-117.980003	  29	Fullerton
KGOO	39.223998	-121.002997	 961	Grass Valley
KHAF	37.513401	-122.500999	  20	Half Moon Bay
KHHR	33.922798	-118.334999	  20	Hawthorne
KHJO	36.316700	-119.627998	  73	Hanford
KHWD	37.659199	-122.122002	  16	Hayward
KIPL	32.834202	-115.579002	 -16	Imperial
KIZA	34.606800	-120.075996	 205	Santa Ynez
KACV	40.978101	-124.109000	  67	Arcata/Eureka
KWVI	36.935699	-121.790001	  50	Watsonville
KLAX	33.942501	-118.407997	  38	Los Angeles
KLGB	33.816523	-118.149891	  18	Long Beach
KLHM	38.909199	-121.350998	  37	Lincoln
KLPC	34.665600	-120.468002	  27	Lompoc
KLVK	37.693401	-121.820000	 122	Livermore
KMCC	38.667599	-121.401001	  23	Sacramento
KMCE	37.284698	-120.514000	  47	Merced
KMER	37.380501	-120.568001	  58	Merced
KMHR	38.553902	-121.297997	  30	Sacramento
KMHS	41.263199	-122.272003	 993	Dunsmuir
KMHV	35.059399	-118.152000	 854	Mojave
KMMH	37.624100	-118.837997	2175	Mammoth Lakes
KMOD	37.625801	-120.954002	  30	Modesto
KMRY	36.587002	-121.843002	  78	Monterey
KMYF	32.815700	-117.139999	 130	San Diego
KMYV	39.097801	-121.570000	  20	Marysville
KNFG	33.301300	-117.355003	  24	Oceanside
KNID	35.685398	-117.692001	 696	China Lake
KNJK	32.829201	-115.671996	 -13	El Centro
KNKX	32.868401	-117.142998	 145	San Diego
KNLC	36.333000	-119.952004	  71	Lemoore
KNRS	32.566700	-117.116997	   7	Imperial Beach
KNSI	33.239799	-119.458000	 154	San Nicolas Island
KNTD	34.120300	-119.121002	   4	Point Mugu
KNUC	33.022701	-118.587997	  56	San Clemente Island
KNUQ	37.416100	-122.049004	  10	Mountain View
KNXP	34.296200	-116.162003	 625	Twentynine Palms
KNZY	32.699200	-117.214996	   8	San Diego
KO86	40.983200	-122.694000	 728	Trinity Center
KOAK	37.721298	-122.221001	   3	Oakland
KOKB	33.217947	-117.351683	   9	Oceanside
KONT	34.056000	-117.600998	 288	Ontario
KOVE	39.487801	-121.622002	  59	Oroville
KOXR	34.200802	-119.207001	  14	Oxnard
KPRB	35.672901	-120.626999	 256	Paso Robles
KPSP	33.829700	-116.507004	 145	Palm Springs
KPTV	36.029598	-119.063004	 135	Porterville
KPVF	38.724201	-120.752998	 788	Placerville
KRAL	33.951900	-117.445000	 250	Riverside
KRBL	40.150700	-122.251999	 107	Red Bluff
KRDD	40.508999	-122.292999	 154	Redding
KRNM	33.039200	-116.915001	 425	Ramona
KSAC	38.512501	-121.492996	   7	Sacramento
KSAN	32.733601	-117.190002	   5	San Diego
KSBD	34.095402	-117.235001	 353	San Bernardino
KSCK	37.894199	-121.237999	  10	Stockton
KSDB	34.750000	-118.730003	-36.27	Sandberg
KSDM	32.572639	-116.980019	 160	San Diego
KSEE	32.826199	-116.972000	 118	San Diego/El Cajon
KSFO	37.618999	-122.375000	   4	San Francisco
KSIY	41.781399	-122.468002	 807	Montague
KSJC	37.362452	-121.929188	  19	San Jose
KSMF	38.695400	-121.591003	   8	Sacramento
KSMX	34.898899	-120.457001	  80	Santa Maria
KSNA	33.675701	-117.867996	  17	Santa Ana
KSNS	36.662800	-121.606003	  26	Salinas
KSQL	37.511902	-122.250000	   2	San Carlos
KSTS	38.508999	-122.813003	  39	Santa Rosa
KSVE	40.375702	-120.572998	1265	Susanville
KTRK	39.320000	-120.139999	1798	Truckee
KTRM	33.626701	-116.160004	 -35	Palm Springs
KTSP	35.134998	-118.439003	1220	Tehachapi
KTVL	38.893902	-119.995003	1909	South Lake Tahoe
KUKI	39.125999	-123.200996	 187	Ukiah
KVCB	38.376801	-121.961998	  36	Vacaville
KVCV	34.597500	-117.383003	 879	Victorville
KVIS	36.318699	-119.392998	  90	Visalia
KVNY	34.209801	-118.489998	 244	Van Nuys
KWJF	34.741100	-118.219002	 717	Lancaster
K20V	40.053410	-106.369078	2259	Kremmling
K2V5	40.100300	-102.240997	1118	Wray
K33V	40.750401	-106.271004	2485	Walden
K4BM	39.049999	-105.510002	-32.31	Wilkerson Pass
K5SM	39.430000	-107.379997	-32.61	Sunlight Mountain
K7BM	38.799999	-106.220001	-32.31	Cottonwood Pass
KAEJ	38.814201	-106.121002	2422	Buena Vista
KAJZ	38.786400	-108.064003	1583	Delta
KAKO	40.175598	-103.222000	1437	Akron
KALS	37.434898	-105.866997	2298	Alamosa
KANK	38.538300	-106.049004	2293	Salida
KAPA	39.570099	-104.848999	1794	Denver
KASE	39.223202	-106.869003	2384	Aspen
KBDU	40.039398	-105.225998	1612	Boulder
KBJC	39.908798	-105.116997	1729	Denver
KBKF	39.701698	-104.751999	1726	Aurora
KCAG	40.495201	-107.522003	1888	Craig
KCCU	39.470001	-106.150002	-32.31	Copper Mountain
KCEZ	37.303001	-108.627998	1804	Cortez
KCOS	38.805801	-104.700996	1886	Colorado Springs
KCPW	37.450000	-106.800000	-32.61	Pagosa Springs
KDEN	39.861698	-104.672997	1655	Denver
KDRO	37.151501	-107.753998	2038	Durango
KEEO	40.048801	-107.886002	1957	Meeker
KEGE	39.642601	-106.917999	1996	Eagle
KEIK	40.010201	-105.047997	1564	Erie
KFCS	38.678398	-104.757004	1779	Fort Carson
KFMM	40.335758	-103.804371	1393	Fort Morgan
KFNL	40.448763	-105.011244	1529	Loveland
KGJT	39.126663	-108.529387	1481	Grand Junction
KGUC	38.536346	-106.928306	2341	Gunnison
KGXY	40.437401	-104.633003	1432	Greeley
KHDN	40.481201	-107.218002	2014	Hayden
KHEQ	40.569401	-102.273003	1137	Holyoke
KITR	39.242500	-102.285004	1286	Burlington
KAKO	40.175598	-103.222000	1437	Akron
KLAA	38.066126	-102.690169	1130	Lamar
KLHX	38.049702	-103.509003	1289	La Junta
KLIC	39.274799	-103.666000	1638	Limon
KLMO	40.163700	-105.163002	1541	Longmont
KLXV	39.220299	-106.317001	3026	Leadville
KMNH	39.220001	-104.629997	-32.0	Monument Pass
KMTJ	38.509800	-107.893997	1755	Montrose
KMYP	38.290001	-106.190002	-32.31	Monarch Pass
KPSO	37.286301	-107.056000	2336	Pagosa Springs
KPUB	38.289101	-104.497002	1440	Pueblo
KRIL	39.526299	-107.726997	1691	Rifle
KSBS	40.516300	-106.865997	2098	Steamboat Springs
KSPD	37.458698	-102.617996	1338	Springfield
KSTK	40.613497	-103.263833	1231	Sterling
KTAD	37.259399	-104.341003	1756	Trinidad
KTEX	37.953800	-107.907997	2765	Telluride
KVTP	37.500000	-105.169998	-32.0	La Veta Pass
KBDL	41.938510	-72.688066	  53	Hartford
KBDR	41.163502	-73.126198	   3	Bridgeport
KDXR	41.371498	-73.482201	 140	Danbury
KGON	41.330101	-72.045097	   3	Groton
KHFD	41.736698	-72.649399	   5	Hartford
KHVN	41.263699	-72.886803	   4	New Haven
KIJD	41.743999	-72.180298	  75	North Windham
KBDR	41.163502	-73.126198	   3	Bridgeport
KMMK	41.508701	-72.829498	  31	Meriden
KOXC	41.478600	-73.135201	 221	Oxford
KSNC	41.384177	-72.506011	 127	Chester
KDOV	39.129501	-75.466003	   7	Dover
KGED	38.689201	-75.358902	  16	Georgetown
KILG	39.678699	-75.606499	  24	Wilmington
KDOV	39.129501	-75.466003	   7	Dover
K0V4	37.141701	-79.016403	 182	Gladys
K0VG	36.654099	-83.217796	 430	Jonesville
K8W2	38.655683	-78.708995	 297	New Market
KAKQ	36.987202	-77.001099	  34	Wakefield
KAVC	36.688301	-78.054497	 134	South Hill
KBCB	37.207600	-80.407799	 650	Blacksburg
KBKT	37.074200	-77.957497	 134	Blackstone
KCHO	38.138599	-78.452904	 195	Charlottesville
KCJR	38.526699	-77.858902	  96	Culpeper
KCPK	36.665600	-76.320702	   6	Norfolk
KCXE	36.788300	-78.501602	 153	Chase City
KDAA	38.715000	-77.181000	  22	Fort Belvoir
KDAN	36.572899	-79.336098	 174	Danville
KDCA	38.852100	-77.037697	   5	Washington
KEMV	36.686901	-77.482803	  39	Emporia
KEZF	38.266800	-77.449203	  26	Fredericksburg
KFAF	37.132500	-76.608803	   4	Newport News (Fort Eustis)
KFCI	37.406502	-77.525002	  72	North Chesterfield
KFKN	36.698101	-76.903801	  12	Franklin
KFRR	38.917500	-78.253502	 216	Front Royal
KFVX	37.357498	-78.437798	 127	Farmville
KFYJ	37.521299	-76.762762	   6	Shacklefords
KGVE	38.155998	-78.165802	 138	Gordonsville
KHEF	38.721401	-77.515404	  59	Manassas
KHLX	36.766102	-80.823601	 821	Hillsville
KHSP	37.951401	-79.833900	1156	Hot Springs
KHWY	38.586300	-77.710602	 102	Midland
KIAD	38.944500	-77.455803	  95	Dulles
KJFZ	37.063702	-81.798302	 809	Cedar Bluff
KJYO	39.077999	-77.557503	 119	Leesburg
KDCA	38.852100	-77.037697	   5	Washington
KLFI	37.082901	-76.360497	   3	Hampton
KLKU	38.009800	-77.970100	 150	Louisa
KLNP	36.987499	-82.529999	 818	Wise
KLUA	38.667099	-78.500603	 275	Luray
KLVL	36.774229	-77.793846	 100	Lawrenceville
KLYH	37.326698	-79.200401	 286	Lynchburg
KMFV	37.646900	-75.761101	  14	Melfa
KMKJ	36.894901	-81.349899	 780	Rural Retreat
KMTV	36.630699	-80.018303	 287	Martinsville
KNFE	36.691641	-76.134996	   5	Fentress
KNGU	36.937599	-76.289299	   5	Norfolk
KNTU	36.820702	-76.033501	   7	Virginia Beach
KNYG	38.501701	-77.305298	   3	Quantico
KOFP	37.709000	-77.436699	  63	Hanover
KOKV	39.143501	-78.144402	 221	Winchester
KOMH	38.247200	-78.045601	 142	Orange
KORF	36.894600	-76.201202	   8	Norfolk
KPHF	37.131901	-76.492996	  13	Newport News
KPSK	37.137299	-80.678497	 642	Dublin
KPTB	37.183800	-77.507401	  59	Petersburg
KPVG	36.780201	-76.448799	   9	Norfolk
KRIC	37.505199	-77.319702	  51	Richmond
KRMN	38.398102	-77.455498	  64	Fredericksburg
KROA	37.325500	-79.975403	 358	Roanoke
KSFQ	36.682400	-76.601898	  22	Suffolk
KSHD	38.263802	-78.896400	 366	Weyers Cave
KVJI	36.687099	-82.033302	 636	Abingdon
KW31	36.960201	-78.184998	 160	Kenbridge
KW63	36.595798	-78.560097	 128	Clarksville
KW75	37.602402	-76.446701	   9	Saluda
KW78	36.709999	-78.848000	 128	South Boston
KW81	37.181000	-78.098297	 128	Crewe
KWAL	37.940813	-75.462255	  12	Wallops Island
KXSA	37.859600	-76.894096	  41	Tappahannock
K24J	30.300100	-83.024696	  32	Live Oak
K28J	29.658600	-81.688904	  15	Palatka
K54J	30.731300	-86.151604	  88	Defuniak Springs
KAAF	29.727501	-85.027496	   6	Apalachicola
KAPF	26.152599	-81.775299	   2	Naples
KBKV	28.473600	-82.455399	  23	Brooksville
KCEW	30.778799	-86.522102	  65	Crestview
KCGC	28.867300	-82.571297	   3	Crystal River
KCLW	27.976700	-82.758698	  22	Clearwater
KCOF	28.234900	-80.610100	   2	Cocoa Beach
KCRG	30.336300	-81.514397	  12	Jacksonville
KCTY	29.635500	-83.104797	  13	Cross City
KDAB	29.179899	-81.058098	  10	Daytona Beach
KDED	29.066999	-81.283798	  24	Deland
KDTS	30.400101	-86.471497	   7	Destin
KECP	30.357106	-85.795414	  21	Panama City Beach
KEGI	30.650400	-86.522903	  58	Crestview
KEYW	24.556101	-81.759598	   1	Key West
KFIN	29.467400	-81.206299	  10	Palm Coast
KFLL	26.072599	-80.152702	   3	Fort Lauderdale
KFMY	26.586599	-81.863297	   5	Fort Myers
KFPR	27.495100	-80.368301	   7	Fort Pierce
KFXE	26.197300	-80.170700	   4	Fort Lauderdale
KGIF	28.062901	-81.753304	  44	Winter Haven
KGNV	29.690100	-82.271797	  46	Gainesville
KHRT	30.427799	-86.689301	  12	Mary Esther
KHST	25.488600	-80.383598	   2	Homestead
KHWO	26.001200	-80.240700	   2	Hollywood
KIMM	26.427933	-81.403531	  11	Immokalee
KINF	28.808599	-82.316498	  15	Inverness
KISM	28.289801	-81.437103	  25	Orlando
KJAX	30.494101	-81.687897	   9	Jacksonville
KAAF	29.727501	-85.027496	   6	Apalachicola
KLAL	27.988899	-82.018602	  43	Lakeland
KLCQ	30.181999	-82.576897	  61	Lake City
KLEE	28.823099	-81.808701	  23	Leesburg
KMAI	30.837799	-85.181900	  34	Marianna
KMCF	27.849300	-82.521202	   4	Tampa
KMCO	28.429399	-81.308998	  29	Orlando
KMIA	25.793200	-80.290604	   2	Miami
KMKY	25.995001	-81.672501	   2	Marco Island
KMLB	28.102800	-80.645302	  10	Melbourne
KMTH	24.726101	-81.051399	   2	Marathon
KNDZ	30.704399	-87.023003	  54	Milton
KNIP	30.235800	-81.680603	   6	Jacksonville
KNPA	30.352699	-87.318604	   9	Pensacola
KNQX	24.575800	-81.688904	   2	Key West
KNRB	30.391100	-81.424698	   5	Mayport
KNSE	30.724199	-87.021896	  61	Milton
KOBE	27.262800	-80.849800	  10	Okeechobee
KOCF	29.172600	-82.224197	  27	Ocala
KOPF	25.907000	-80.278397	   2	Miami
KORL	28.545500	-81.332901	  34	Orlando
KPAM	30.069599	-85.575401	   5	Panama City
KPBI	26.683201	-80.095596	   6	West Palm Beach
KPCM	28.000200	-82.164200	  47	Plant City
KPGD	26.920200	-81.990501	   8	Punta Gorda
KPIE	27.910200	-82.687401	   3	Pinellas Park
KPMP	26.247101	-80.111099	   6	Pompano Beach
KPNS	30.473400	-87.186600	  37	Pensacola
KRSW	26.536200	-81.755203	   9	Fort Myers
KSFB	28.777599	-81.237503	  17	Orlando
KSGJ	29.959200	-81.339798	   3	St Augustine
KSPG	27.765100	-82.626999	   2	St Petersburg
KSUA	27.181700	-80.221100	   5	Stuart
KTLH	30.396500	-84.350304	  25	Tallahassee
KTMB	25.647900	-80.432800	   2	Miami
KTPA	27.975500	-82.533203	   8	Tampa
KTPF	27.915600	-82.449303	   2	Tampa
KTTS	28.615000	-80.694504	   3	Titusville
KVDF	28.014000	-82.345299	   7	Tampa
KVNC	27.071600	-82.440300	   5	Venice
KVPS	30.483200	-86.525398	  27	Valparaiso
KVQQ	30.218700	-81.876701	  25	Jacksonville
KVRB	27.655600	-80.417901	   7	Vero Beach
KXMR	28.467600	-80.566597	   3	Cocoa Beach
KZPH	28.228201	-82.155899	  27	Zephyrhills
K18A	34.340099	-83.133499	 271	Canon
K3J7	33.597698	-83.139000	 206	Greensboro
K49A	34.627899	-84.524902	 453	Ellijay
K6A2	33.227001	-84.274902	 292	Griffin
K9A5	34.688599	-85.290398	 237	Lafayette
KABY	31.532946	-84.196215	  60	Albany
KACJ	32.110802	-84.188904	 143	Americus
KAGS	33.369900	-81.964500	  44	Augusta
KAHN	33.948601	-83.326302	 246	Athens
KAMG	31.536100	-82.506599	  61	Alma
KATL	33.636700	-84.428101	 313	Atlanta
KAYS	31.249100	-82.395500	  43	Waycross
KAZE	31.884701	-82.647400	  78	Hazlehurst
KBGE	30.971500	-84.637398	  43	Bainbridge
KBHC	31.713800	-82.393799	  61	Baxley
KBIJ	31.397499	-84.894798	  65	Blakely
KBQK	31.258801	-81.466499	   8	Brunswick
KCCO	33.311600	-84.769798	 296	Atlanta
KCKF	31.988800	-83.773903	  94	Cordele
KCNI	34.310600	-84.423897	 372	Canton
KCSG	32.516300	-84.938904	 121	Columbus
KCTJ	33.631001	-85.152000	 354	Carrollton
KCVC	33.632500	-83.849602	 247	Covington
KCWV	32.195099	-81.869598	  34	Claxton
KDBN	32.564400	-82.985298	  94	Dublin
KDNL	33.466499	-82.039398	 129	Augusta
KDNN	34.722900	-84.870201	 216	Dalton
KDQH	31.476700	-82.860497	  78	Douglas
KEZM	32.214199	-83.127998	  93	Eastman
KFFC	33.357300	-84.571800	 246	Atlanta
KFTY	33.779099	-84.521400	 256	Atlanta
KFZG	31.683701	-83.270500	 111	Fitzgerald
KGVL	34.272598	-83.830200	 389	Gainesville
KHOE	31.055901	-82.774101	  57	Homerville
KHQU	33.529701	-82.516502	 153	Thomson
KJES	31.554001	-81.882500	  33	Jesup
KJYL	32.645302	-81.597099	  57	Sylvania
KABY	31.532946	-84.196215	  60	Albany
KLGC	33.008873	-85.074331	 211	LaGrange
KLHW	31.891237	-81.561003	  14	Hinesville
KLSF	32.337299	-84.991302	  71	Fort Benning(Columbus)
KLZU	33.978100	-83.962402	 323	Lawrenceville
KMCN	32.692799	-83.649200	 108	Macon
KMGE	33.915401	-84.516296	 326	Marietta
KMLJ	33.154202	-83.240701	 117	Milledgeville
KOKZ	32.966702	-82.838203	 134	Sandersville
KOPN	32.954601	-84.263199	 243	Thomaston
KPDK	33.875599	-84.302002	 306	Atlanta
KPUJ	33.913306	-84.942083	 393	Dallas
KPXE	32.510601	-83.767303	 127	Perry
KRMG	34.350601	-85.157997	 196	Rome
KRYY	34.013160	-84.597210	 317	Atlanta
KSAV	32.127602	-81.202103	  15	Savannah
KSBO	32.609100	-82.369904	 100	Swainsboro
KSSI	31.151800	-81.391296	   6	St Simons Island
KSVN	32.009998	-81.145699	  12	Savannah
KTBR	32.482700	-81.736900	  57	Statesboro
KTMA	31.429001	-83.488503	 108	Tifton
KTOC	34.593800	-83.295799	 304	Toccoa
KTVI	30.901600	-83.881302	  80	Thomasville
KVAD	30.967800	-83.193001	  71	Valdosta
KVDI	32.192699	-82.371201	  84	Vidalia
KVLD	30.782499	-83.276703	  62	Valdosta
KVPC	34.123100	-84.848701	 231	Cartersville
KWDR	33.982899	-83.667397	 287	Winder
KWRB	32.640099	-83.591904	  90	Warner Robins
KBOI	43.564400	-116.223000	 875	Boise
KBYI	42.542599	-113.772003	1265	Burley
KCOE	47.774300	-116.820000	 707	Coeur d'Alene
KDIJ	43.742401	-111.098000	1899	Driggs
KEUL	43.641899	-116.636002	 741	Caldwell
KGIC	45.942600	-116.123001	1010	Grangeville
KIDA	43.514599	-112.070999	1446	Idaho Falls
KJER	42.726700	-114.457001	1235	Jerome
KBOI	43.564400	-116.223000	 875	Boise
KLLJ	44.522999	-114.218002	1546	Challis
KLWS	46.374500	-117.014999	 440	Lewiston
KMLP	47.450001	-115.680000	-35.36	Mullan Pass
KMYL	44.889702	-116.100998	1531	McCall
KPIH	42.909801	-112.596001	1357	Pocatello
KRXE	43.833900	-111.805002	1481	Rexburg
KSMN	45.123798	-113.880997	1232	Salmon
KSNT	44.170000	-114.930000	-35.05	Stanley
KSUN	43.504398	-114.295998	1621	Hailey
KSZT	48.299500	-116.559998	 650	Sandpoint
KTWF	42.481800	-114.487999	1266	Twin Falls
K1H2	39.070400	-88.533501	 179	Effingham
K3LF	39.162498	-89.674599	 210	Litchfield
KAAA	40.158699	-89.334999	 182	Lincoln
KAJG	38.606499	-87.726700	 131	Mount Carmel
KALN	38.890301	-90.045998	 166	Alton/St Louis
KARR	41.771900	-88.475700	 217	Chicago/Aurora
KBLV	38.545200	-89.835197	 140	Belleville
KBMI	40.477100	-88.915901	 265	Bloomington/Normal
KC09	41.425400	-88.418701	 178	Morris
KC75	41.019299	-89.386398	 173	Lacon
KCIR	37.064499	-89.219597	  98	Cairo
KCMI	40.039819	-88.276249	 230	Savoy
KCPS	38.570702	-90.156197	 126	Cahokia/St Louis
KCUL	38.089500	-88.123100	 118	Carmi
KDEC	39.834599	-88.865700	 208	Decatur
KDKB	41.936316	-88.704128	 279	DeKalb
KDNV	40.199124	-87.596630	 212	Danville
KDPA	41.907799	-88.248596	 231	Chicago/West Chicago
KFEP	42.246201	-89.582001	 262	Freeport
KFOA	38.664902	-88.453003	 144	Flora
KFWC	38.378601	-88.412697	 133	Fairfield
KGBG	40.938000	-90.431099	 233	Galesburg
KIGQ	41.534901	-87.529503	 189	Chicago
KIJX	39.774601	-90.238297	 190	Jacksonville
KIKK	41.071400	-87.846298	 192	Kankakee
KJOT	41.517799	-88.175499	 177	Joliet
KALN	38.890301	-90.045998	 166	Alton/St Louis
KLOT	41.607300	-88.096199	 207	Chicago/Romeoville
KLWV	38.764301	-87.605499	 131	Lawrenceville
KM30	37.182382	-88.750688	 117	Metropolis
KMDH	37.778099	-89.251999	 125	Carbondale/Murphysboro
KMDW	41.785999	-87.752403	 189	Chicago
KMLI	41.448502	-90.507500	 180	Moline
KMQB	40.520100	-90.652397	 215	Macomb
KMTO	39.477901	-88.279198	 220	Mattoon
KMVN	38.322774	-88.859257	 146	Mount Vernon
KMWA	37.751208	-89.016568	 144	Marion
KORD	41.978600	-87.904800	 205	Chicago
KPIA	40.664200	-89.693298	 201	Peoria
KPNT	40.924255	-88.624470	 203	Pontiac
KPPQ	39.638901	-90.778397	 216	Pittsfield
KPRG	39.700199	-87.669601	 199	Paris
KPWK	42.114222	-87.901494	 197	Chicago/Prospect Heights/Wheeling
KRFD	42.195400	-89.097198	 226	Chicago/Rockford
KRPJ	41.893002	-89.078300	 238	Rochelle
KRSV	39.015999	-87.649803	 141	Robinson
KSAR	38.148899	-89.698700	 164	Sparta
KSFY	42.045799	-90.107903	 188	Savanna
KSPI	39.844101	-89.677902	 182	Springfield
KSQI	41.742802	-89.676300	 198	Rock Falls
KTAZ	39.534199	-89.327797	 190	Taylorville
KTIP	40.293598	-88.142403	 225	Rantoul
KUGN	42.422199	-87.867897	 222	Chicago/Waukegan
KUIN	39.942699	-91.194603	 234	Quincy
KVYS	41.351898	-89.153099	 199	Peru
KAID	40.108601	-85.612999	 280	Anderson
KANQ	41.639702	-85.083504	 303	Angola
KASW	41.274700	-85.840103	 259	Warsaw
KBMG	39.146000	-86.616699	 258	Bloomington
KDCY	38.700401	-87.129700	 144	Washington
KEKM	41.719398	-86.003197	 237	Elkhart
KEVV	38.036999	-87.532402	 127	Evansville
